nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Taman Wisata Hutan Jati Ciangsana,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.2,290,0,https://www.google.com/maps/place/Taman+Wisata+Hutan+Jati+Ciangsana/data=!4m7!3m6!1s0x2e69937027d6cb59:0x8beeadc381a7cdc2!8m2!3d-6.3695138!4d106.9439633!16s%2Fg%2F11p74f1jf7!19sChIJWcvWJ3CTaS4Rws2ngcOt7os?authuser=0&hl=id&rclk=1,-6.3695138,106.9439633,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZ2wBPIQEPpV-DiX94U5VYFkiOPn2_TdOEdgRsKZ5YCb8fH7wnqBy9r1HndzAxqNkpPggteoHJGkb4F81ohbuhKNq0QbOMBoVrZVJ401aNkNUFVMsHpdxLMY3zFS4os1qqpGMHTw=w1200-h800
Alun alun Cirimekar,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.7,889,0,https://www.google.com/maps/place/Alun+alun+Cirimekar/data=!4m7!3m6!1s0x2e69c14d492eb577:0xa6e0f551bf13a4f4!8m2!3d-6.472272!4d106.8538488!16s%2Fg%2F11nmr_66zp!19sChIJd7UuSU3BaS4R9KQTv1H14KY?authuser=0&hl=id&rclk=1,-6.472272,106.8538488,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxldj-V_YRNOw3RD_6rMO1JfygQ6xmcbymAygI1aLrH6f44Nw8rOtL7c1PuMVPUVDgeog5IKTBNQbiMlxCL6UU8XeteyEBMsZCTo7iko6a4JAjcHGFyFdHrnqnjMGaQXPnro7Cd=w1200-h800
Kaumpandak Waterpark,Rekreasi,Wisata Rekreasi,Cibinong,Kabupaten Bogor,4.5,51,25000,https://www.google.com/maps/place/Kaumpandak+Waterpark/data=!4m7!3m6!1s0x2e69c100189d410b:0xde2977cb99da3291!8m2!3d-6.5251744!4d106.8162978!16s%2Fg%2F11xv_w1l56!19sChIJC0GdGADBaS4RkTLamct3Kd4?authuser=0&hl=id&rclk=1,-6.5251744,106.8162978,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxijDkIJB9dlz207Zui_trmhCw4JQ_mnMXrinKxW34NEFeB6gDzaEtN1SF3n6RfA25e6AuVHfWnD39BmzGCxyRxLxAtoHxSdv111Ctub4Qmdl8QLEzlNoGQkoIbdOwmW9XmJDLerdL1Vtd6=w1200-h800
Setu Cilodong,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.5,1760,0,https://www.google.com/maps/place/Setu+Cilodong/data=!4m7!3m6!1s0x2e69ebc4b87ed295:0x720130ece2c3fcd5!8m2!3d-6.441341!4d106.838766!16s%2Fg%2F11m_vgh4t3!19sChIJldJ-uMTraS4R1fzD4uwwAXI?authuser=0&hl=id&rclk=1,-6.441341,106.838766,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynEU3wF6J56I3pG-vMk5RCDg9QmGLqIDrh0Z_B_uaNkCPIjNbT8PYYXfjuGTcBoPQ0yUdOq8H_x3PMXu-mJeM151k-HBETlDbFsWQNJRul8kk_fFMQ_uAl8pi2bzY_ODmRYe4o-OMxWnfJ=w1200-h800
Wisata Keluarga ERSUTO FARM Bogor,Rekreasi,Wisata Rekreasi,Cibinong,Kabupaten Bogor,4.7,86,10000,https://www.google.com/maps/place/Wisata+Keluarga+ERSUTO+FARM+Bogor/data=!4m7!3m6!1s0x2e69c1eac555593f:0xd041d60e86eff427!8m2!3d-6.5021164!4d106.8195949!16s%2Fg%2F11m0t0_h9v!19sChIJP1lVxerBaS4RJ_Tvhg7WQdA?authuser=0&hl=id&rclk=1,-6.5021164,106.8195949,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysxMzHZ1HNe6l3576ZQYTk3mrhjUdL4yDq2bWQnyrRwdBZaa7NnZWp4kS-HuNdP5LAk50Axfd1oPWpUUeIIEtJHR7JW_JOIVuqV6IsnXicwDZmKNmgEdoeA9oqISguF72S3Vy_=w1200-h800
Taman Pemda,Alam,Wisata Alam,Cibinong,Kabupaten Bogor,4.3,769,0,https://www.google.com/maps/place/Taman+Pemda/data=!4m7!3m6!1s0x2e69c1f40ebb06a1:0xc20af7be85b0e01d!8m2!3d-6.479592!4d106.8236501!16s%2Fg%2F11bzym6wz8!19sChIJoQa7DvTBaS4RHeCwhb73CsI?authuser=0&hl=id&rclk=1,-6.479592,106.8236501,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-Gc6LJ1rN7a8LIG2eHNkpDJ03mGLuTF4IUuDpo2TlarJPXKlW8NvqoJJMkj0bS_Q4rtt1mWY1HEHHfW5Fqzcsl3I4tRJS4KzhLVNuKHDuWOUqV3o7UImz5TU1l-qqXsRD9Rh6=w1200-h800
Setu cilangkap,Umum,Lainnya,Cibinong,Kabupaten Bogor,4.5,210,0,https://www.google.com/maps/place/Setu+cilangkap/data=!4m7!3m6!1s0x2e69ebb95bc446c5:0xa10f0e1054848c3!8m2!3d-6.4477173!4d106.8609295!16s%2Fg%2F11lrvd3ny_!19sChIJxUbEW7nraS4Rw0hIBeHwEAo?authuser=0&hl=id&rclk=1,-6.4477173,106.8609295,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKhyhAoxMEaoJ9esXAyARTzl7uw6nUqiDCg-36sy4lm4vNR5cqDgfX7o2RDSC2TWMXKdfwnsfDhfozv3p4jfEbdHwpLCUK7PQ_dnusN4THVjFYzpzMQ8k-0lG1_Dbq5WOZDDFzXg=w1200-h800
Wisata Alam Panorama Pasir Honje,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.2,69,,https://www.google.com/maps/place/Wisata+Alam+Panorama+Pasir+Honje/data=!4m7!3m6!1s0x2e69d9855a6e8a87:0x6d09ff04232321e9!8m2!3d-6.603935!4d106.6171401!16s%2Fg%2F11fy56vlxz!19sChIJh4puWoXZaS4R6SEjIwT_CW0?authuser=0&hl=id&rclk=1,-6.603935,106.6171401,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcS9dMduBq7pyK3kWN1EsAcbLHKUvNYApmDKGG1dZBT9u7ob8E9xraLJTKqPunejfp98RHVg0qNkR3K04WKIqaqtjoIJ3IA2YcIDf_hGXMyjeuVwvZ96GYWzFKpK1b83i4ima3jQ=w1200-h800
Alun-Alun Kecamatan Leuwiliang,Umum,Lainnya,Cibungbulang,Kabupaten Bogor,4.5,472,0,https://www.google.com/maps/place/Alun-Alun+Kecamatan+Leuwiliang/data=!4m7!3m6!1s0x2e69dbb4ef2d4959:0x9d1ba89c9bc52d96!8m2!3d-6.576828!4d106.635948!16s%2Fg%2F11pkx09wxr!19sChIJWUkt77TbaS4Rli3Fm5yoG50?authuser=0&hl=id&rclk=1,-6.576828,106.635948,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbFq0Q7HSYBWoGgW3fKwFhvUbKsrITEUOhSfqdyucCeyBVJtHs5lnfyk6zrh8NRzuha-4P_o0IDVH99xwIuqHxvUfr3DaEKAqDGHwV7Cmb4PjFfTV_E860bRTFsU3UPqfldus=w1200-h800
Kebun Mawar Bantar Karet,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.1,58,20000,https://www.google.com/maps/place/Kebun+Mawar+Bantar+Karet/data=!4m7!3m6!1s0x2e69da3767ecdc1d:0xc2ae67bf64fc96!8m2!3d-6.6019909!4d106.6483476!16s%2Fg%2F11g6v0cxrm!19sChIJHdzsZzfaaS4Rlvxkv2euwgA?authuser=0&hl=id&rclk=1,-6.6019909,106.6483476,
Pabangbon Camping Ground,Rekreasi,Wisata Rekreasi,Cibungbulang,Kabupaten Bogor,4.3,708,15000,https://www.google.com/maps/place/Pabangbon+Camping+Ground/data=!4m7!3m6!1s0x2e69d9cb93704b77:0xc9d0569ba24f7f80!8m2!3d-6.6192021!4d106.5862538!16s%2Fg%2F11d_d29fzk!19sChIJd0twk8vZaS4RgH9PoptW0Mk?authuser=0&hl=id&rclk=1,-6.6192021,106.5862538,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfu9q3Og3e08JWcJtCaKtliYVAJCH-S7-UKWEknxNL1Tu3KKYAlpcJyq0pXaUDReP6d2n_LHV0qY5vvWr9yHW0UAI5wC1zGjAbssD68kBUZjND_ZMjNSmxgPpYQJP3RtJj_sKj9A=w1200-h800
Museum Pasir Angin,Budaya,Wisata Budaya & Edukasi,Cibungbulang,Kabupaten Bogor,4.1,67,0,https://www.google.com/maps/place/Museum+Pasir+Angin/data=!4m7!3m6!1s0x2e69dbdcdc7be023:0x89f884e70e85c9ad!8m2!3d-6.5754279!4d106.6398209!16s%2Fg%2F11f3s6dj6q!19sChIJI-B73NzbaS4RrcmFDueE-Ik?authuser=0&hl=id&rclk=1,-6.5754279,106.6398209,
Curug Love Nanggung,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.3,571,12500,https://www.google.com/maps/place/Curug+Love+Nanggung/data=!4m7!3m6!1s0x2e69d7e6f5e15e9b:0xbf589179b0a6a785!8m2!3d-6.6367481!4d106.5629632!16s%2Fg%2F11f75z1_m3!19sChIJm17h9ebXaS4RhaemsHmRWL8?authuser=0&hl=id&rclk=1,-6.6367481,106.5629632,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxMSlvfAMEH7SYDxlGTjBpQ9m1hu5V8pW9-f38oD35HCDvFOBHx_EOMaXTMtZZ67fPkNFDLU2S281ZLLAmv1aR2esZ9qaEF4tIv_M41q6fvbjmbOoUIiDeoFYhblXXa5bzbTU2=w1200-h800
Rumah Pohon Pabangbon,Umum,Lainnya,Cibungbulang,Kabupaten Bogor,4.3,3267,12500,https://www.google.com/maps/place/Rumah+Pohon+Pabangbon/data=!4m7!3m6!1s0x2e69d9c89a7b647d:0x32683eeafdf7da3e!8m2!3d-6.619395!4d106.5935603!16s%2Fg%2F11c6vqk12b!19sChIJfWR7msjZaS4RPtr3_eo-aDI?authuser=0&hl=id&rclk=1,-6.619395,106.5935603,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlHnz4h1cwnsIWuXDE7yWnlFjaHg2y05_pBIvAMRCKrXsbKamdd-InNp5QV2J5mIpalm5szZqQiKvsmhMlkBWLCGHDvve13XPxuZwtpdcD8MCKx7_fI6z5vNVCEKtu_Oov0rOr=w1200-h800
"Cirangkong Glamping, Rafting And Water Camp",Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.9,98,125000,"https://www.google.com/maps/place/Cirangkong+Glamping,+Rafting+And+Water+Camp/data=!4m7!3m6!1s0x2e69dbdd5dc8dc0b:0x4f633a8cce6fc38b!8m2!3d-6.5855768!4d106.6443516!16s%2Fg%2F11sgxsjkym!19sChIJC9zIXd3baS4Ri8Nvzow6Y08?authuser=0&hl=id&rclk=1",-6.5855768,106.6443516,https://lh3.googleusercontent.com/p/AF1QipM-pHmU7ZNA5Sh8gT9Hgv7eAcZfvSrXCZdQxWnS=w1200-h800
Kolam Renang Toyo Lembah Hijau Cisauk Landeuh,Rekreasi,Wisata Rekreasi,Cibungbulang,Kabupaten Bogor,4.3,1496,22500,https://www.google.com/maps/place/Kolam+Renang+Toyo+Lembah+Hijau+Cisauk+Landeuh/data=!4m7!3m6!1s0x2e69dbb3a796c12f:0x3c2beb043dfe9c09!8m2!3d-6.5891842!4d106.6606191!16s%2Fg%2F11b6s7qyqx!19sChIJL8GWp7PbaS4RCZz-PQTrKzw?authuser=0&hl=id&rclk=1,-6.5891842,106.6606191,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxibIYdgr31nqagFEi26amer1uhZrweMSP1VUy72Dtk58wY0y5CDoKFT0vQSyW5WE_1Aalmrl0EZ4wltDKeUNViVEcLHp7epOBlKJgAfMKyKmdFxuwgGCaI-P2JCpvGsEGiFuD=w1200-h800
Panorama Bukit Bintang,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.1,606,15000,https://www.google.com/maps/place/Panorama+Bukit+Bintang/data=!4m7!3m6!1s0x2e69d991c8d85467:0xdbe4bf97f805a980!8m2!3d-6.6056628!4d106.6137532!16s%2Fg%2F11f6yw8_x4!19sChIJZ1TYyJHZaS4RgKkF-Je_5Ns?authuser=0&hl=id&rclk=1,-6.6056628,106.6137532,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwP7P_rOosstkiyP7ZaXrjvHNX7EH-Frla0b3ZwQGS2oK5hd4H2SGrBLA5cJVWX6u_TEccgWjIbmt7fM5G6PGPh8oYYcTF3AmaImQpyE5lwblRVbnff4rldFuIPv3L7Ud5DjKnk=w1200-h800
Curug Cikuluwung,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.4,1992,25000,https://www.google.com/maps/place/Curug+Cikuluwung/data=!4m7!3m6!1s0x2e69d166a6e60e3b:0x13030bbba976074d!8m2!3d-6.6423047!4d106.6432085!16s%2Fg%2F11ffw8q79d!19sChIJOw7mpmbRaS4RTQd2qbsLAxM?authuser=0&hl=id&rclk=1,-6.6423047,106.6432085,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWu1DOCc0E3nRNS6KPFI37VwYrCVk8bfwHlhdJ7pRSQi6PMzbz0SnD108SgN-LD4vjalSiENLsVgbVkG4KgxmlSG8wCyqDDD7y_Ik_1c5zth109J160io8nYk8OWUaHQG1cE8whQ=w1200-h800
Curug Dengdeng,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.2,307,3000,https://www.google.com/maps/place/Curug+Dengdeng/data=!4m7!3m6!1s0x2e69debed78aa251:0x407523ed402462d9!8m2!3d-6.5366217!4d106.6065085!16s%2Fg%2F11c2kv4mcs!19sChIJUaKK177eaS4R2WIkQO0jdUA?authuser=0&hl=id&rclk=1,-6.5366217,106.6065085,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPkJ0kY4PJl5Pt2ww615GJEFzXOqW4NPaNfb9PyYeZ-Nd2QQ-Ghz2mOdTlcL701IkqhpiqolVRFiOsy93H8Bsl-Mjzrjp-6NAO2keRobAuo81FvyovEkRsZ5kfBwRxLm5anV8=w1200-h800
Bukit Pabangbon,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.3,51,15000,https://www.google.com/maps/place/Bukit+Pabangbon/data=!4m7!3m6!1s0x2e69d9cc5177fda3:0x72cabc1ff83a2fd8!8m2!3d-6.6223547!4d106.5854777!16s%2Fg%2F11f3nhh755!19sChIJo_13UczZaS4R2C86-B-8ynI?authuser=0&hl=id&rclk=1,-6.6223547,106.5854777,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyj-znzFuQtf4VUykLdrEWwnVqo1DkahG83NiTSYQVUBw-lKKEYz6n-ihzwG0aoygu370kEjPXnwk4R5MedfQ0ESjFatDQtfhh7e0WGJ49YRbH2TcU76oZci6fZaUgDlHqbAwQ=w1200-h800
Kolam Renang Sindang Gendis,Rekreasi,Wisata Rekreasi,Cibungbulang,Kabupaten Bogor,4.3,546,20000,https://www.google.com/maps/place/Kolam+Renang+Sindang+Gendis/data=!4m7!3m6!1s0x2e69db2594727ba9:0xc6ddb980e8118c29!8m2!3d-6.5856853!4d106.6603466!16s%2Fg%2F11hz9qgh77!19sChIJqXtylCXbaS4RKYwR6IC53cY?authuser=0&hl=id&rclk=1,-6.5856853,106.6603466,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwR1a2jrOw2c2uqOffbfPhIOhMqhOnf-JgUU7Hdg5JOgBY1rQxeh4fA90CKNEvVuDb8GdNAA3TsLOT7lkpFyfSMMzlQUxr-VZMb7f-87WgNFpFnVQDHiYiqfUueMo4FvwliYXPz=w1200-h800
Taman Kolam Cinta Bogor,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.3,61,30000,https://www.google.com/maps/place/Taman+Kolam+Cinta+Bogor/data=!4m7!3m6!1s0x2e69dbf59b100ad3:0xed6832c4286bc0c8!8m2!3d-6.5957155!4d106.6603787!16s%2Fg%2F11grc4hkzz!19sChIJ0woQm_XbaS4RyMBrKMQyaO0?authuser=0&hl=id&rclk=1,-6.5957155,106.6603787,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9OPlWepkFNPRLOpgl7aZUwjnlmJMNfi9aC7whBXgG3Kfm38rGMnIFgyn1KUKk7m1yJZkjWP5p56_2i5KCSF-xqFGJBPZn3_cXxiqgEjfONeswOTy_PDX2uS4h44D0mFUKj6dC=w1200-h800
Kawasan Wisata Cikaret (Kawaci Park),Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.3,180,37500,https://www.google.com/maps/place/Kawasan+Wisata+Cikaret+%28Kawaci+Park%29/data=!4m7!3m6!1s0x2e69d78f94871399:0x4349a3e1d51b0f23!8m2!3d-6.6450105!4d106.5690572!16s%2Fg%2F11f29lwhch!19sChIJmROHlI_XaS4RIw8b1eGjSUM?authuser=0&hl=id&rclk=1,-6.6450105,106.5690572,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk8ENq06-UiKaRQ3ixscq3DcLioLvNEK2BTRA3wjTybrzlRPtx0KxYr2qFXTOUaEEidSaESDjCLgLYMzu6I1ceI9pN4BjPlqS6HqWWt5zB9nSae-UcTdN6UikFTjcIdm5iQG4s=w1200-h800
Balong Endah GSE,Umum,Lainnya,Cibungbulang,Kabupaten Bogor,4.6,961,10000,https://www.google.com/maps/place/Balong+Endah+GSE/data=!4m7!3m6!1s0x2e69d181118140e5:0x774b9bfd8380e176!8m2!3d-6.6966495!4d106.6889362!16s%2Fg%2F11mn7vyyvx!19sChIJ5UCBEYHRaS4RduGAg_2bS3c?authuser=0&hl=id&rclk=1,-6.6966495,106.6889362,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzk2kTYnObk2Ty5iCFXSpZchWdetrRENJgmqy32mPELx7E4GRMUuEpdo7fjotxJbe3rft00MHL34zT_Lh55hatmcCocHXTPrVcMoSygIesgD3fFNifRlGwHh0eh5vSCVlkn8Dl9=w1200-h800
Tempat Wisata Curug Suakan Rumpin,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.4,434,12000,https://www.google.com/maps/place/Tempat+Wisata+Curug+Suakan+Rumpin/data=!4m7!3m6!1s0x2e69dfc70ffa9b57:0x93c1cd6395fa0271!8m2!3d-6.4706913!4d106.6152127!16s%2Fg%2F11l6sgjd6_!19sChIJV5v6D8ffaS4RcQL6lWPNwZM?authuser=0&hl=id&rclk=1,-6.4706913,106.6152127,
Bukit Panorama Gunung Salak Endah,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.4,260,40000,https://www.google.com/maps/place/Bukit+Panorama+Gunung+Salak+Endah/data=!4m10!3m9!1s0x2e69d10bd1403b0f:0x8f63c0f71bd14a88!5m2!4m1!1i2!8m2!3d-6.6896996!4d106.6729938!16s%2Fg%2F11bw83cd1w!19sChIJDztA0QvRaS4RiErRG_fAY48?authuser=0&hl=id&rclk=1,-6.6896996,106.6729938,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuYOr7iKaeqHRFIaBsC1Ua-FQJwu8XFl9MH-_1g56_AyjjWo6SDgQa_r9QsItsOJSNmKreKP1_nPn2TqkSHI9SVdMxkQNZWjYDBa5kQJawUkxolkTVDDWqGGZht7wZaMCVP26ufA=w1200-h800
Waduk Gunung Bubut Karacak,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.6,65,0,https://www.google.com/maps/place/Waduk+Gunung+Bubut+Karacak/data=!4m7!3m6!1s0x2e69db2d4e0e44fd:0xe3c021d9a729d4ae!8m2!3d-6.626144!4d106.6370488!16s%2Fg%2F11q9gldqqt!19sChIJ_UQOTi3baS4RrtQpp9khwOM?authuser=0&hl=id&rclk=1,-6.626144,106.6370488,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPcjhxa8Rvjl88aAKMyfjTLxE48wg73wHpqUGLv6gt6voCbGrTSGNLcf7lH0XBpK03SkNEaNRqGWCU8VkiZG6k2SIweeo5N5bz58w67SzW5m3S1iTCJipcoYV8dY08ArNMA9kc=w1200-h800
Wisata Alam Gunung Benteng Pabangbon,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4,185,12500,https://www.google.com/maps/place/Wisata+Alam+Gunung+Benteng+Pabangbon/data=!4m7!3m6!1s0x2e69d9c955555555:0xe5d8a29d31a9dc64!8m2!3d-6.6200625!4d106.5878723!16s%2Fg%2F11c6dj_tf8!19sChIJVVVVVcnZaS4RZNypMZ2i2OU?authuser=0&hl=id&rclk=1,-6.6200625,106.5878723,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytYv_2JNJqxMgRkxpDh1yZdzvIDFdsoFuAnTMQmPUhANrWTONSqWj343AV4dx456i3TS9BVmM4Bd6SaGlLFn9rHFHELvif5fcbj5LXgvrOSIxOMPTbpQxLTnIAXfNfa8uQfMdHXQ=w1200-h800
Telaga Batu,Umum,Lainnya,Cibungbulang,Kabupaten Bogor,4.5,572,10000,https://www.google.com/maps/place/Telaga+Batu/data=!4m7!3m6!1s0x2e69d17dadbe4265:0xc82f69c2e586ea6d!8m2!3d-6.6972853!4d106.6930933!16s%2Fg%2F11hf88y6m8!19sChIJZUK-rX3RaS4RbeqG5cJpL8g?authuser=0&hl=id&rclk=1,-6.6972853,106.6930933,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzD5d8ZFA8U2Ih3eXMCkSbc2bqpg329eqkYJgLfZ2Z6ZR_wdSheLEBYgInLQYUUMcK6c6JN7NuioGZYRlwZBUsiVW1eNZlX_IsqLXHD2HeJ8mKwM41SVRP5Q5ucWLPYtWlrWBeu=w1200-h800
Curug Cilame Pabangbon,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,3.9,585,12500,https://www.google.com/maps/place/Curug+Cilame+Pabangbon/data=!4m7!3m6!1s0x2e69d9cdd014c56b:0x117b9098b184910!8m2!3d-6.6232349!4d106.5872245!16s%2Fg%2F11dxry6g5t!19sChIJa8UU0M3ZaS4REEkYiwm5FwE?authuser=0&hl=id&rclk=1,-6.6232349,106.5872245,
Jembatan Cianten,Umum,Lainnya,Cibungbulang,Kabupaten Bogor,4.3,486,0,https://www.google.com/maps/place/Jembatan+Cianten/data=!4m7!3m6!1s0x2e69dbdd3c93f973:0xbef7ab4c76758c78!8m2!3d-6.5735922!4d106.6392566!16s%2Fg%2F11f1580np2!19sChIJc_mTPN3baS4ReIx1dkyr974?authuser=0&hl=id&rclk=1,-6.5735922,106.6392566,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvtebvoSl2WK70Vi4Cbq7g4I5XspXfkJNzJ7mkFkMmoqu8vL89XQAtEFUrZhL6TdW72eNSS2cdS5smBrzsrvADUrT-_cDQSJq_cnnAey9HUx0QZC-zGcVbYBDfcc0fFFpVdN-ZPg=w1200-h800
Rumpin Eco Park,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.4,110,35000,https://www.google.com/maps/place/Rumpin+Eco+Park/data=!4m7!3m6!1s0x2e69dd743971e0ab:0x26152610511e7174!8m2!3d-6.4738417!4d106.6453345!16s%2Fg%2F11l325cw9f!19sChIJq-BxOXTdaS4RdHEeURAmFSY?authuser=0&hl=id&rclk=1,-6.4738417,106.6453345,
Rafting Bogor (Muara Cianten Rafting),Umum,Lainnya,Cibungbulang,Kabupaten Bogor,5,201,270000,https://www.google.com/maps/place/Rafting+Bogor+%28Muara+Cianten+Rafting%29/data=!4m7!3m6!1s0x2e69dd0026e851f1:0x2716aff064cc0c6c!8m2!3d-6.5247766!4d106.6905455!16s%2Fg%2F11xs1yvb_t!19sChIJ8VHoJgDdaS4RbAzMZPCvFic?authuser=0&hl=id&rclk=1,-6.5247766,106.6905455,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw85C87wFGwLpGAHS0zAxO9MluWJLL7UbQFVQIwKboJfVFOn6zsTEPONeXN7GjpFLk787q8RiHZF1aWl-BTZHtz1tnqwOHNkf9pAbvYPh4Ohk2kJiE5B5zEsrhTLD0Cn40TKZKUHj3RcHS1=w1200-h800
RUMAH WISATA PAKIS ASRI,Umum,Lainnya,Cibungbulang,Kabupaten Bogor,4.4,243,30000,https://www.google.com/maps/place/RUMAH+WISATA+PAKIS+ASRI/data=!4m7!3m6!1s0x2e69d81923eb2743:0xf0d7a12aadf303b3!8m2!3d-6.694382!4d106.6904084!16s%2Fg%2F11b774c16h!19sChIJQyfrIxnYaS4RswPzrSqh1_A?authuser=0&hl=id&rclk=1,-6.694382,106.6904084,
Kebun Teh Cianten,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.7,178,0,https://www.google.com/maps/place/Kebun+Teh+Cianten/data=!4m7!3m6!1s0x2e69d53897264469:0xf4094c73cf359116!8m2!3d-6.7232152!4d106.6049877!16s%2Fg%2F11q32rxh7s!19sChIJaUQmlzjVaS4RFpE1z3NMCfQ?authuser=0&hl=id&rclk=1,-6.7232152,106.6049877,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYQSPG80kSZEY-JU6BkSTJtokbIs8_a05rmgn6wkyaRwrXnR8q2kUKSqyAlbQpEdrt9kTjpQI_cGK_5o6gfWipznwp3C_Kw0zwvPjvK5d6oy68cF4g6059iyFfvuIiWMaW14t8=w1200-h800
Air Terjun Curug Lontar,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.4,867,15000,https://www.google.com/maps/place/Air+Terjun+Curug+Lontar/data=!4m7!3m6!1s0x2e69d0a845ba7197:0x69fcd01c7ee2c6c9!8m2!3d-6.636803!4d106.6388636!16s%2Fg%2F11fzf5r56j!19sChIJl3G6RajQaS4RycbifhzQ_Gk?authuser=0&hl=id&rclk=1,-6.636803,106.6388636,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLo8VPF8SFG10fXSeSCOT7W7Mjusf-3Xej4Bi1czSG65q-vQSt85Ns_hi1iXF1267rjTJp3PMuvnla9syDKpE7LjTpyHy-NuyGXPmw65sUb7gAm75KvdHQL0KrOnPMDGPbMN3OJA=w1200-h800
CURUG PANGERAN WISATA ALAM,Alam,Wisata Alam,Cibungbulang,Kabupaten Bogor,4.5,2605,7500,https://www.google.com/maps/place/CURUG+PANGERAN+WISATA+ALAM/data=!4m7!3m6!1s0x2e69d1983daaaab3:0xb28d41ae4a0658d8!8m2!3d-6.6991645!4d106.6929605!16s%2Fg%2F11cm68vrpj!19sChIJs6qqPZjRaS4R2FgGSq5BjbI?authuser=0&hl=id&rclk=1,-6.6991645,106.6929605,https://lh3.googleusercontent.com/p/AF1QipPOsdahTy9kxw0YMOjCX7hb-GiTGjYqVxFa0Yf6=w1200-h800
Ranggon Hills camping ground,Rekreasi,Wisata Rekreasi,Cibungbulang,Kabupaten Bogor,4.5,1829,20000,https://www.google.com/maps/place/Ranggon+Hills+camping+ground/data=!4m7!3m6!1s0x2e69d196bdcc0d0d:0x70d7e9d11b6f576c!8m2!3d-6.6977087!4d106.6929414!16s%2Fg%2F11gbkv5k69!19sChIJDQ3MvZbRaS4RbFdvG9Hp13A?authuser=0&hl=id&rclk=1,-6.6977087,106.6929414,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmiXc6NezO0vNkAVf2vZWHLTil0UTYgreM4cJFJB8aCdTR_xVKLwGwfcuAr9av_HtWOqkrzgIHSUvF4FxAjctaU4LaqfQdkStvFZz5hpt9hlmUsLecy-0cgec7H-tM7NCO4rtXBg=w1200-h800
